,title,heading,Description,token
60,SINGLE SERVE FLEX,Doritos  Tortilla Chips Flamin' Hot Nacho 1 Ounce,"The predicted units for SINGLE SERVE FLEX is 7.24907516191797 and actual unit is 22, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 0.37The flavour code for SINGLE SERVE FLEX is 23 with size SVL-RETAILThe flavour description is FLAMIN HOT NACHO and item description is Doritos  Tortilla Chips Flamin' Hot Nacho 1 Ounce for SINGLE SERVE FLEX",113
61,CHEETOS POPCORN,Cheetos Popcorn Flavored Popcorn Flamin' Hot Flavored 6 1/2 Oz,"The predicted units for CHEETOS POPCORN is 5.33612888752496 and actual unit is 12, The net gap is 0The average unit revenue for CHEETOS POPCORN is 3.6The flavour code for CHEETOS POPCORN is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Popcorn Flavored Popcorn Flamin' Hot Flavored 6 1/2 Oz for CHEETOS POPCORN",108
62,LAYS,Lay's Wavy Potato Chips Original 13 Oz,"The predicted units for LAYS is 17.1215327953996 and actual unit is 20, The net gap is 0The average unit revenue for LAYS is 3.67The flavour code for LAYS is 14 with size PARTY SIZEThe flavour description is WVLB/SPYCHS and item description is Lay's Wavy Potato Chips Original 13 Oz for LAYS",83
63,SMARTFOOD POPCORN,Smartfood Smart 50 Popcorn White Cheddar 5 1/4 Oz,"The predicted units for SMARTFOOD POPCORN is 5.30439344839431 and actual unit is 5, The net gap is 0.304393448394312The average unit revenue for SMARTFOOD POPCORN is 2.49The flavour code for SMARTFOOD POPCORN is 477 with size XLThe flavour description is WHITE CHEDDAR and item description is Smartfood Smart 50 Popcorn White Cheddar 5 1/4 Oz for SMARTFOOD POPCORN",105
64,FRITOS,Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz,"The predicted units for FRITOS is 6.9084712320817 and actual unit is 10, The net gap is 0The average unit revenue for FRITOS is 3.63The flavour code for FRITOS is 182 with size XLThe flavour description is TUR FLAM/RFT BIT SIZ TURB and item description is Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz for FRITOS",90
65,SINGLE SERVE FLEX,Doritos Tortilla Chips Cool Ranch Flavored 2 3/4 Oz,"The predicted units for SINGLE SERVE FLEX is 10.8446676355819 and actual unit is 0, The net gap is 10.8446676355819The average unit revenue for SINGLE SERVE FLEX is 1.48The flavour code for SINGLE SERVE FLEX is 8 with size XXVLThe flavour description is RANCH/COOL RANCH and item description is Doritos Tortilla Chips Cool Ranch Flavored 2 3/4 Oz for SINGLE SERVE FLEX",117
66,SINGLE SERVE FLEX,Cheetos Puffs Cheese Flavored Snacks 3 Oz,"The predicted units for SINGLE SERVE FLEX is 48.212561199977 and actual unit is 106.5, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.46The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Cheetos Puffs Cheese Flavored Snacks 3 Oz for SINGLE SERVE FLEX",109
67,SINGLE SERVE FLEX,Cheetos Crunchy Cheese Flavored Snacks 3 1/4 Oz,"The predicted units for SINGLE SERVE FLEX is 48.5310729054561 and actual unit is 55, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.45The flavour code for SINGLE SERVE FLEX is 31 with size XXVLThe flavour description is CHS/MED CONQUES and item description is Cheetos Crunchy Cheese Flavored Snacks 3 1/4 Oz for SINGLE SERVE FLEX",106
68,KETTLE,Lay's Kettle Cooked Potato Chips Jalapeno Flavored 8 Oz,"The predicted units for KETTLE is 25.0769794018891 and actual unit is 28, The net gap is 0The average unit revenue for KETTLE is 2.87The flavour code for KETTLE is 5 with size XLThe flavour description is JAL KTL and item description is Lay's Kettle Cooked Potato Chips Jalapeno Flavored 8 Oz for KETTLE",86
69,KETTLE,Lay's Kettle Cooked Potato Chips Original 8 Oz,"The predicted units for KETTLE is 7.2571193840441 and actual unit is 0, The net gap is 7.2571193840441The average unit revenue for KETTLE is 2.85The flavour code for KETTLE is 142 with size XLThe flavour description is KTLCOK REG and item description is Lay's Kettle Cooked Potato Chips Original 8 Oz for KETTLE",89
70,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 86.7968255389622 and actual unit is 205, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 2.97The flavour code for CRUNCHY CHEETOS is 758 with size XLThe flavour description is HOT LIMON and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz for CRUNCHY CHEETOS",106
71,PUFF CHEETOS,Cheetos Puffs Cheese Flavored Snacks 8 Oz,"The predicted units for PUFF CHEETOS is 42.8570218883591 and actual unit is 125, The net gap is 0The average unit revenue for PUFF CHEETOS is 3.61The flavour code for PUFF CHEETOS is 9 with size XLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Cheetos Puffs Cheese Flavored Snacks 8 Oz for PUFF CHEETOS",99
72,DIPS,Fritos Dip Hot Bean Dip With Jalapeno Peppers 9 Oz,"The predicted units for DIPS is 8.60061592714476 and actual unit is 36, The net gap is 0The average unit revenue for DIPS is 2.51The flavour code for DIPS is 68 with size LCANThe flavour description is HNY BBQ/HOT BEAN DIP/PEAN and item description is Fritos Dip Hot Bean Dip With Jalapeno Peppers 9 Oz for DIPS",88
73,HOT FRIES,Chester's Fries Corn Snacks Flamin' Hot Flavored 5 1/4 Oz,"The predicted units for HOT FRIES is 44.9738104218602 and actual unit is 107.5, The net gap is 0The average unit revenue for HOT FRIES is 1.71The flavour code for HOT FRIES is 19 with size 2VALUE LINEThe flavour description is SALVRDE/HOT FRIES and item description is Chester's Fries Corn Snacks Flamin' Hot Flavored 5 1/4 Oz for HOT FRIES",93
74,LAYS,Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz,"The predicted units for LAYS is 5.33371481483973 and actual unit is 0, The net gap is 5.33371481483973The average unit revenue for LAYS is 3.11The flavour code for LAYS is 33 with size XLThe flavour description is NAC/RAN WAV/BEF TRK/PNT S and item description is Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz for LAYS",100
75,LAYS,Lay's Wavy Potato Chips Original 7 3/4 Oz,"The predicted units for LAYS is 21.9333894288736 and actual unit is 54, The net gap is 0The average unit revenue for LAYS is 2.36The flavour code for LAYS is 14 with size XLThe flavour description is WVLB/SPYCHS and item description is Lay's Wavy Potato Chips Original 7 3/4 Oz for LAYS",84
76,FRITOS,Fritos Scoops! Flavored Corn Chips Spicy Jalapeno 9.25 Oz,"The predicted units for FRITOS is 5.32554705678186 and actual unit is 19, The net gap is 0The average unit revenue for FRITOS is 3.01The flavour code for FRITOS is 376 with size XLThe flavour description is SPICY JALAPENO and item description is Fritos Scoops! Flavored Corn Chips Spicy Jalapeno 9.25 Oz for FRITOS",89
77,LAYS,Lay's Potato Chips Sour Cream & Onion Flavored 7 3/4 Oz,"The predicted units for LAYS is 50.972220027163 and actual unit is 119, The net gap is 0The average unit revenue for LAYS is 2.36The flavour code for LAYS is 41 with size XLThe flavour description is SCO/HOT/BTR TOFF/FIESTA C and item description is Lay's Potato Chips Sour Cream & Onion Flavored 7 3/4 Oz for LAYS",92
78,LAYS,Lay's Potato Chips Flamin' Hot Dill Pickle Flavored 7 3/4 Oz,"The predicted units for LAYS is 5.55718600447837 and actual unit is 23.5, The net gap is 0The average unit revenue for LAYS is 2.41The flavour code for LAYS is 976 with size XLThe flavour description is FLAMIN HOT DILL PICKLE and item description is Lay's Potato Chips Flamin' Hot Dill Pickle Flavored 7 3/4 Oz for LAYS",93
79,KETTLE,Lay's Kettle Cooked Potato Chips Original 8 Oz,"The predicted units for KETTLE is 8.49711276676681 and actual unit is 0, The net gap is 8.49711276676681The average unit revenue for KETTLE is 2.88The flavour code for KETTLE is 142 with size XLThe flavour description is KTLCOK REG and item description is Lay's Kettle Cooked Potato Chips Original 8 Oz for KETTLE",89
80,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Xxtra Flamin' Hot 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 18.8651434306342 and actual unit is 125, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 3.56The flavour code for CRUNCHY CHEETOS is 41 with size XLThe flavour description is SCO/HOT/BTR TOFF/FIESTA C and item description is Cheetos Crunchy Cheese Flavored Snacks Xxtra Flamin' Hot 8 1/2 Oz for CRUNCHY CHEETOS",116
81,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Xxtra Flamin' Hot 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 17.2464444238026 and actual unit is 105, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 2.93The flavour code for CRUNCHY CHEETOS is 41 with size XLThe flavour description is SCO/HOT/BTR TOFF/FIESTA C and item description is Cheetos Crunchy Cheese Flavored Snacks Xxtra Flamin' Hot 8 1/2 Oz for CRUNCHY CHEETOS",116
82,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 100.175530478241 and actual unit is 75, The net gap is 25.1755304782412The average unit revenue for CRUNCHY CHEETOS is 2.97The flavour code for CRUNCHY CHEETOS is 758 with size XLThe flavour description is HOT LIMON and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz for CRUNCHY CHEETOS",112
83,PUFF CHEETOS,Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 8 Oz,"The predicted units for PUFF CHEETOS is 86.9907331927719 and actual unit is 75, The net gap is 11.9907331927719The average unit revenue for PUFF CHEETOS is 2.98The flavour code for PUFF CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 8 Oz for PUFF CHEETOS",109
84,SMARTFOOD POPCORN,Smartfood Popcorn Sea Salt 5 Oz,"The predicted units for SMARTFOOD POPCORN is 5.33087554527843 and actual unit is 5, The net gap is 0.33087554527843The average unit revenue for SMARTFOOD POPCORN is 2.66The flavour code for SMARTFOOD POPCORN is 11 with size XLThe flavour description is REG and item description is Smartfood Popcorn Sea Salt 5 Oz for SMARTFOOD POPCORN",95
85,POPCORNERS,PopCorners The Crunchy And Wholesome Popped-Corn Snack White Cheddar Flavored 7 Oz,"The predicted units for POPCORNERS is 6.9536553644479 and actual unit is 18.5, The net gap is 0The average unit revenue for POPCORNERS is 2.52The flavour code for POPCORNERS is 577 with size XLThe flavour description is WH CHD SPECIALTY and item description is PopCorners The Crunchy And Wholesome Popped-Corn Snack White Cheddar Flavored 7 Oz for POPCORNERS",98
86,DIPS,Fritos Bean Dip Original Flavor 9 Oz,"The predicted units for DIPS is 67.4399253964302 and actual unit is 120, The net gap is 0The average unit revenue for DIPS is 2.51The flavour code for DIPS is 61 with size LCANThe flavour description is FRE STK/BEAN/BEF JRK and item description is Fritos Bean Dip Original Flavor 9 Oz for DIPS",80
87,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 43.6433275491501 and actual unit is 35, The net gap is 8.6433275491501The average unit revenue for SANTITAS is 1.7The flavour code for SANTITAS is 28 with size 11 OZThe flavour description is HONEY MUSTARD/ HONEY DIJO and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",92
88,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 7.16138209984591 and actual unit is 10, The net gap is 0The average unit revenue for SANTITAS is 1.76The flavour code for SANTITAS is 28 with size 11 OZThe flavour description is HONEY MUSTARD/ HONEY DIJO and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",85
89,NUTS,Nut Harvest Whole Cashews Sea Salted 2 1/4 Oz,"The predicted units for NUTS is 15.6042423202993 and actual unit is 32, The net gap is 0The average unit revenue for NUTS is 1.36The flavour code for NUTS is 63 with size CADDIED NUTSThe flavour description is MIXED/CASHEW/PNBCRM/TNY T and item description is Nut Harvest Whole Cashews Sea Salted 2 1/4 Oz for NUTS",96
90,ROLD GOLD,Rold Gold Pretzels Sticks Original 16 Oz,"The predicted units for ROLD GOLD is 6.30256889663049 and actual unit is 6.5, The net gap is 0The average unit revenue for ROLD GOLD is 2.5The flavour code for ROLD GOLD is 61 with size XLThe flavour description is FRE STK/BEAN/BEF JRK and item description is Rold Gold Pretzels Sticks Original 16 Oz for ROLD GOLD",88
91,TOSTITOS,Tostitos Scoops Tortilla Chips Original 10 Oz,"The predicted units for TOSTITOS is 19.554544413988 and actual unit is 84, The net gap is 0The average unit revenue for TOSTITOS is 2.88The flavour code for TOSTITOS is 97 with size XXLThe flavour description is SCOOPS and item description is Tostitos Scoops Tortilla Chips Original 10 Oz for TOSTITOS",82
92,SUNCHIPS,SunChips Whole Grain Snacks Original 7 Oz,"The predicted units for SUNCHIPS is 5.31093537749039 and actual unit is 8, The net gap is 0The average unit revenue for SUNCHIPS is 2.92The flavour code for SUNCHIPS is 11 with size XLThe flavour description is REG and item description is SunChips Whole Grain Snacks Original 7 Oz for SUNCHIPS",74
93,SUNCHIPS,SunChips Whole Grain Snacks Original 7 Oz,"The predicted units for SUNCHIPS is 5.62303581076976 and actual unit is 16, The net gap is 0The average unit revenue for SUNCHIPS is 2.87The flavour code for SUNCHIPS is 11 with size XLThe flavour description is REG and item description is SunChips Whole Grain Snacks Original 7 Oz for SUNCHIPS",74
94,SUNCHIPS,SunChips Flavored Whole Grain Snacks French Onion 7 Oz,"The predicted units for SUNCHIPS is 5.45272993222722 and actual unit is 4, The net gap is 1.45272993222722The average unit revenue for SUNCHIPS is 2.85The flavour code for SUNCHIPS is 17 with size XLThe flavour description is FR ONI/CT X-O'S and item description is SunChips Flavored Whole Grain Snacks French Onion 7 Oz for SUNCHIPS",95
95,BAKED CRUNCH CHEETOS,Cheetos Baked Cheese Flavored Snacks Crunchy Cheese Flavored 7.625 Oz,"The predicted units for BAKED CRUNCH CHEETOS is 6.62653611511002 and actual unit is 8, The net gap is 0The average unit revenue for BAKED CRUNCH CHEETOS is 2.83The flavour code for BAKED CRUNCH CHEETOS is 26 with size XLThe flavour description is RED FAT and item description is Cheetos Baked Cheese Flavored Snacks Crunchy Cheese Flavored 7.625 Oz for BAKED CRUNCH CHEETOS",108
96,KETTLE,Lay's Kettle Cooked Potato Chips Flamin' Hot Flavored 8 Oz,"The predicted units for KETTLE is 7.10574988074922 and actual unit is 21, The net gap is 0The average unit revenue for KETTLE is 2.44The flavour code for KETTLE is 548 with size XLThe flavour description is FLAMING HOT/FIERY and item description is Lay's Kettle Cooked Potato Chips Flamin' Hot Flavored 8 Oz for KETTLE",91
97,LAYS,Lay's Potato Chips Classic 13 Oz Party Size,"The predicted units for LAYS is 43.2802869024903 and actual unit is 14.5, The net gap is 28.7802869024903The average unit revenue for LAYS is 3.98The flavour code for LAYS is 11 with size PARTY SIZEThe flavour description is REG and item description is Lay's Potato Chips Classic 13 Oz Party Size for LAYS",83
98,SMARTFOOD POPCORN,Smartfood Flavored Popcorn Sweet & Salty Kettle Corn 7.75 Oz,"The predicted units for SMARTFOOD POPCORN is 5.51799259542046 and actual unit is 6, The net gap is 0The average unit revenue for SMARTFOOD POPCORN is 2.71The flavour code for SMARTFOOD POPCORN is 186 with size XLThe flavour description is KETTLE CRN and item description is Smartfood Flavored Popcorn Sweet & Salty Kettle Corn 7.75 Oz for SMARTFOOD POPCORN",102
99,KETTLE,Lay's Kettle Cooked Potato Chips Mesquite BBQ Flavored 8 Oz,"The predicted units for KETTLE is 6.86340956334923 and actual unit is 21, The net gap is 0The average unit revenue for KETTLE is 2.53The flavour code for KETTLE is 118 with size XLThe flavour description is KTLBBQ and item description is Lay's Kettle Cooked Potato Chips Mesquite BBQ Flavored 8 Oz for KETTLE",86
100,DIPS,Tostitos Chunky Habanero Salsa Hot 15.5 Oz,"The predicted units for DIPS is 5.37712574177764 and actual unit is 6, The net gap is 0The average unit revenue for DIPS is 2.85The flavour code for DIPS is 786 with size SALSA DIPThe flavour description is HABANERO and item description is Tostitos Chunky Habanero Salsa Hot 15.5 Oz for DIPS",83
101,FRITOS,Fritos Flavored Corn Chips Chili Cheese 9.25 Oz,"The predicted units for FRITOS is 26.5415224338781 and actual unit is 55, The net gap is 0The average unit revenue for FRITOS is 3.66The flavour code for FRITOS is 7 with size XLThe flavour description is CHILI CHEESE and item description is Fritos Flavored Corn Chips Chili Cheese 9.25 Oz for FRITOS",81
102,POPCORNERS,PopCorners The Crunchy And Wholesome Popped-Corn Snack White Cheddar Flavored 7 Oz,"The predicted units for POPCORNERS is 6.66571419155835 and actual unit is 30, The net gap is 0The average unit revenue for POPCORNERS is 2.45The flavour code for POPCORNERS is 577 with size XLThe flavour description is WH CHD SPECIALTY and item description is PopCorners The Crunchy And Wholesome Popped-Corn Snack White Cheddar Flavored 7 Oz for POPCORNERS",97
103,POPCORNERS,PopCorners The Crunchy And Wholesome Popped-Corn Snack Sweet & Salty Kettle Corn 7 Oz,"The predicted units for POPCORNERS is 8.8772879194198 and actual unit is 3.5, The net gap is 5.3772879194198The average unit revenue for POPCORNERS is 2.53The flavour code for POPCORNERS is 186 with size XLThe flavour description is KETTLE CRN and item description is PopCorners The Crunchy And Wholesome Popped-Corn Snack Sweet & Salty Kettle Corn 7 Oz for POPCORNERS",105
104,DIPS,Fritos Cheese Dip Jalapeno Cheddar 9 Oz,"The predicted units for DIPS is 11.686263804396 and actual unit is 60, The net gap is 0The average unit revenue for DIPS is 2.51The flavour code for DIPS is 67 with size LCANThe flavour description is CHEDDAR/POPPIN JALAPENO and item description is Fritos Cheese Dip Jalapeno Cheddar 9 Oz for DIPS",84
105,DIPS,Fritos Bean Dip Original Flavor 9 Oz,"The predicted units for DIPS is 54.3264987135698 and actual unit is 84, The net gap is 0The average unit revenue for DIPS is 2.51The flavour code for DIPS is 61 with size LCANThe flavour description is FRE STK/BEAN/BEF JRK and item description is Fritos Bean Dip Original Flavor 9 Oz for DIPS",79
106,DIPS,Fritos Dip Hot Bean Dip With Jalapeno Peppers 9 Oz,"The predicted units for DIPS is 8.06918767863499 and actual unit is 12, The net gap is 0The average unit revenue for DIPS is 2.5The flavour code for DIPS is 68 with size LCANThe flavour description is HNY BBQ/HOT BEAN DIP/PEAN and item description is Fritos Dip Hot Bean Dip With Jalapeno Peppers 9 Oz for DIPS",89
107,TOSTITOS,Tostitos Tortilla Chips Multigrain Scoops 10 Oz,"The predicted units for TOSTITOS is 5.4739643147531 and actual unit is 17.5, The net gap is 0The average unit revenue for TOSTITOS is 2.93The flavour code for TOSTITOS is 767 with size XXLThe flavour description is MULTGRAIN SCPS and item description is Tostitos Tortilla Chips Multigrain Scoops 10 Oz for TOSTITOS",92
108,ROLD GOLD,Rold Gold Tiny Twists Pretzels Original Flavored 16 Oz,"The predicted units for ROLD GOLD is 5.5619500546639 and actual unit is 15, The net gap is 0The average unit revenue for ROLD GOLD is 2.44The flavour code for ROLD GOLD is 86 with size XLThe flavour description is RLD GLD TINY TWIST and item description is Rold Gold Tiny Twists Pretzels Original Flavored 16 Oz for ROLD GOLD",86
109,SINGLE SERVE FLEX,Doritos Flavored Tortilla Chips Flamin' Hot Limon 2 3/4 Oz,"The predicted units for SINGLE SERVE FLEX is 7.83988038259233 and actual unit is 0, The net gap is 7.83988038259233The average unit revenue for SINGLE SERVE FLEX is 1.47The flavour code for SINGLE SERVE FLEX is 758 with size XXVLThe flavour description is HOT LIMON and item description is Doritos Flavored Tortilla Chips Flamin' Hot Limon 2 3/4 Oz for SINGLE SERVE FLEX",114
110,SINGLE SERVE FLEX,Doritos Tortilla Chips Cool Ranch Flavored 2 3/4 Oz,"The predicted units for SINGLE SERVE FLEX is 9.98401043146431 and actual unit is 26, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.46The flavour code for SINGLE SERVE FLEX is 8 with size XXVLThe flavour description is RANCH/COOL RANCH and item description is Doritos Tortilla Chips Cool Ranch Flavored 2 3/4 Oz for SINGLE SERVE FLEX",108
111,SIMPLY,Tostitos Simply Organic Tortilla Chips Yellow Corn With Sea Salt 8 1/4 Oz,"The predicted units for SIMPLY is 5.47121416313297 and actual unit is 3, The net gap is 2.47121416313297The average unit revenue for SIMPLY is 3.28The flavour code for SIMPLY is 181 with size XLThe flavour description is YELCRN RSTC/MIXED and item description is Tostitos Simply Organic Tortilla Chips Yellow Corn With Sea Salt 8 1/4 Oz for SIMPLY",100
